InvestorID,Investor,RiskTolerance,TimeHorizon,IncomeNeeds,LiquidityNeeds,TaxConsiderations,AccountType,Age,InvestmentExperience,OtherAssets,RiskCapacity
3676,OJVMCVMG,High,Short term,108398,Moderate,No,IRA,38,Novice,641852,High
3677,YHFCJY,High,Medium term,196716,Moderate,Yes,Taxable,25,Experienced,755744,Low
3678,AFQSTXT,Moderate,Medium term,128646,Moderate,Yes,401k,42,Experienced,370201,Low
3679,MYFDWHTR,Low,Medium term,177344,High,Yes,401k,71,Experienced,353749,Moderate
3680,EVTYR,High,Medium term,189142,High,Yes,401k,62,Experienced,927947,Low
3681,SAJVLRF,Low,Medium term,103355,Low,No,401k,50,Experienced,372509,High
3682,IUNZRVJHV,Moderate,Long term,141754,High,No,Taxable,61,Novice,741885,High
3683,CDXZJBOUY,Low,Short term,106642,High,Yes,401k,29,Experienced,130095,Moderate
3684,QYJXYX,Low,Short term,122931,Low,Yes,IRA,26,Novice,177956,Moderate
3685,QMKQR,Low,Long term,138532,Low,No,401k,33,Experienced,833387,High
3686,IMUUFRBC,High,Short term,79337,High,No,401k,63,Experienced,203189,High
3687,OKHXRQAX,Moderate,Medium term,113610,Low,Yes,IRA,66,Novice,408663,High
3688,WVUBSXVHB,Moderate,Medium term,94380,Moderate,Yes,Taxable,49,Experienced,902096,Low
3689,LKMNJS,High,Short term,57233,Moderate,Yes,IRA,67,Experienced,426656,Moderate
3690,WXGVLQW,Moderate,Long term,129111,Low,No,401k,44,Experienced,121902,High
3691,NWDQR,High,Medium term,166279,Moderate,Yes,IRA,48,Novice,399774,Low
3692,TUWTJC,High,Short term,171247,Low,No,401k,29,Novice,920625,Low
3693,YYOPNN,High,Short term,63924,Low,No,Taxable,42,Novice,178821,High
3694,VBPFGF,Low,Medium term,89731,Low,No,Taxable,67,Experienced,422635,Moderate
3695,SEIWTG,Low,Short term,51385,Moderate,No,401k,43,Novice,168731,High
3696,GUPGKWVUK,Low,Medium term,152964,Moderate,Yes,IRA,35,Novice,933001,Low
3697,FYKZGDW,Low,Medium term,153429,High,No,Taxable,53,Novice,287544,High
3698,UTQLQCLY,Moderate,Short term,101982,High,Yes,Taxable,69,Experienced,611182,Moderate
3699,SIMDHIR,Low,Short term,152924,High,Yes,IRA,43,Experienced,785144,Low
3700,JWYJZNMR,High,Medium term,154093,High,No,401k,29,Experienced,370722,Moderate
3701,RBCNPSIYC,Moderate,Long term,65053,Low,Yes,401k,25,Novice,428511,Low
3702,PLQZNT,Moderate,Long term,81586,High,Yes,Taxable,30,Experienced,941117,Low
3703,XPFEBFS,Low,Long term,50514,Moderate,No,401k,65,Novice,451295,High
3704,YNLZQQYQ,Moderate,Short term,122613,Moderate,Yes,401k,41,Experienced,894074,Low
3705,USYWYZON,High,Long term,195837,Low,No,IRA,70,Experienced,729455,High
3706,VIGWGY,Moderate,Long term,53247,Moderate,No,IRA,67,Experienced,361061,Low
3707,FOUABJ,High,Medium term,67618,Low,No,Taxable,57,Experienced,175576,Low
3708,LHISRNU,Low,Medium term,128725,Low,No,Taxable,33,Experienced,137492,High
3709,ZNSZEOM,High,Short term,60331,Low,No,Taxable,40,Novice,546168,Low
3710,ECDLZ,Moderate,Long term,116330,Low,No,IRA,31,Novice,423657,Moderate
3711,KQGLCHMV,Moderate,Long term,94237,Moderate,Yes,Taxable,52,Experienced,475998,Low
3712,PYGJHX,Low,Short term,151308,Moderate,Yes,Taxable,37,Experienced,113130,Low
3713,CHPJDUOTS,Moderate,Short term,86620,Moderate,No,401k,48,Experienced,476580,High
3714,LHPKTTETL,Moderate,Short term,63030,Moderate,No,IRA,68,Experienced,280293,Moderate
3715,XXPPFWA,Low,Medium term,175243,Moderate,Yes,Taxable,58,Experienced,992416,Moderate
3716,WUHKH,Low,Short term,195782,Low,Yes,Taxable,41,Experienced,581510,Moderate
3717,CLXDL,Low,Long term,64919,Low,No,Taxable,54,Experienced,423591,High
3718,YHVHGBC,Moderate,Medium term,58146,Low,No,401k,59,Novice,915659,Low
3719,ILYKO,Low,Short term,96025,Moderate,Yes,401k,66,Experienced,703966,Moderate
3720,TZTHEUY,Low,Long term,55385,Moderate,Yes,401k,60,Experienced,415277,Moderate
3721,FEGRJN,High,Short term,68243,High,No,Taxable,30,Novice,780592,High
3722,TOTKVYHJZ,High,Short term,57633,High,Yes,IRA,48,Experienced,862060,High
3723,XPVPZICD,Low,Short term,183192,Low,Yes,Taxable,58,Novice,695386,Low
3724,FVTSL,High,Medium term,158090,Moderate,No,IRA,40,Novice,174160,Moderate
3725,QGOVO,Low,Long term,144859,Low,No,Taxable,72,Experienced,360899,Low
3726,VKBTQN,Low,Short term,153395,Low,No,401k,42,Novice,656358,Moderate
3727,QGYAAC,Low,Long term,51698,Low,No,401k,42,Novice,849498,Moderate
3728,LWWZXS,High,Short term,129093,High,No,Taxable,42,Novice,586688,Low
3729,LWYPZILAC,High,Medium term,153282,Low,No,Taxable,26,Experienced,621951,Low
3730,LRNVJM,Moderate,Medium term,164058,Moderate,Yes,401k,64,Experienced,477249,High
3731,MMKVWE,Low,Long term,110915,Moderate,Yes,IRA,67,Experienced,939554,High
3732,BHUOM,High,Long term,184731,High,Yes,401k,60,Novice,334051,High
3733,TLKOHKPTP,High,Long term,75468,Low,Yes,IRA,64,Experienced,268534,Low
3734,VZJEYS,Moderate,Long term,176408,High,No,Taxable,38,Novice,578714,Moderate
3735,OYCILDMLU,Low,Medium term,151749,High,No,Taxable,46,Novice,649363,Moderate
3736,JTOND,Moderate,Medium term,185095,High,Yes,IRA,31,Experienced,130971,Low
3737,JVLQGAVAY,Low,Short term,184009,Moderate,Yes,401k,63,Novice,799841,Low
3738,DYZUR,Moderate,Medium term,195046,Moderate,Yes,IRA,37,Experienced,455260,Low
3739,VRDRHHJEN,Moderate,Short term,178648,High,Yes,401k,61,Novice,318584,High
3740,MSYRZZEJJ,Low,Short term,172512,Low,No,401k,25,Novice,751015,High
3741,JWLOBKP,High,Short term,58574,Moderate,Yes,Taxable,39,Experienced,589148,High
3742,AZMPZ,Low,Long term,196779,High,No,401k,54,Experienced,700932,High
3743,DHQAK,Moderate,Short term,114662,Low,Yes,401k,28,Experienced,187032,High
3744,NPCOE,Low,Long term,178531,Moderate,No,401k,45,Experienced,844265,Moderate
3745,JDRPTRCZU,Moderate,Long term,196619,High,Yes,Taxable,40,Experienced,494369,Moderate
3746,UZHQT,Low,Long term,62321,High,Yes,IRA,34,Experienced,362090,High
3747,FRCLSHLI,Low,Medium term,104627,Low,Yes,Taxable,52,Novice,462305,High
3748,WDIMQYU,Low,Long term,146920,High,Yes,401k,70,Experienced,980388,Low
3749,WLHJBAX,Low,Medium term,129149,Moderate,Yes,IRA,27,Novice,875733,Moderate
3750,BEITC,High,Medium term,124527,Moderate,Yes,IRA,32,Experienced,790268,High
3751,PFPKGEOZD,High,Short term,115668,Moderate,Yes,IRA,51,Novice,223170,Low
3752,KVALXFV,Moderate,Long term,84028,Low,Yes,401k,45,Experienced,652161,Low
3753,FKLKJEXNI,Low,Long term,68348,Low,Yes,Taxable,68,Novice,503271,Low
3754,SBEBWTEJ,High,Long term,142995,High,Yes,Taxable,59,Novice,946643,Low
3755,HFNJPPSN,Low,Medium term,100850,High,No,Taxable,53,Experienced,986119,High
3756,UCTWR,Low,Long term,121904,Moderate,Yes,Taxable,40,Novice,751828,Moderate
3757,ANGRG,Moderate,Short term,91734,High,No,Taxable,48,Experienced,620273,Low
3758,GJDJTKKI,Low,Short term,121755,Moderate,No,401k,45,Novice,308522,Low
3759,VBSKKQ,High,Long term,93129,High,No,Taxable,46,Experienced,295478,Low
3760,CGRWVJ,Moderate,Short term,110913,Low,No,Taxable,52,Experienced,156943,High
3761,GAYTBFCVC,Low,Short term,105002,High,No,Taxable,69,Novice,420680,Low
3762,MBECUSFBR,Moderate,Long term,106381,High,Yes,Taxable,37,Experienced,293903,Moderate
3763,TXPZTYC,High,Short term,62178,High,No,IRA,45,Experienced,562740,Low
3764,ALAFLZQ,Moderate,Short term,130733,High,No,Taxable,41,Novice,480672,Moderate
3765,SZWXNH,Moderate,Medium term,59669,Moderate,Yes,Taxable,72,Experienced,559077,High
3766,VYXSAK,Low,Short term,67605,Low,Yes,IRA,27,Experienced,341655,Low
3767,CQGSNNCCE,High,Short term,82559,High,No,Taxable,45,Experienced,466478,High
3768,RJGIHZEB,High,Short term,147397,High,Yes,Taxable,39,Novice,340430,High
3769,HSWFXLSN,Low,Medium term,82264,Moderate,Yes,IRA,52,Experienced,776108,Moderate
3770,LICNQSDF,High,Medium term,195659,Moderate,Yes,Taxable,42,Experienced,771571,Moderate
3771,HQLBOIVH,High,Medium term,155536,High,Yes,IRA,69,Experienced,726577,Moderate
3772,BSKJWYHI,High,Long term,107760,Low,No,IRA,64,Novice,608441,High
3773,TLGYM,Moderate,Medium term,119017,High,No,Taxable,56,Experienced,772037,High
3774,MXJHJBW,High,Medium term,120551,Low,Yes,401k,64,Experienced,309138,Low
3775,JSNTHEBYD,High,Short term,91278,High,Yes,Taxable,39,Experienced,423285,High
3776,HBZKA,Low,Short term,146641,Moderate,No,IRA,51,Experienced,493766,High
3777,CDRBZ,Low,Short term,102407,Low,No,IRA,31,Novice,340567,Moderate
3778,OSJEXBQLP,Moderate,Short term,127102,High,Yes,401k,72,Experienced,965738,Moderate
3779,HLGUPFHEE,High,Long term,116873,Low,No,401k,36,Experienced,728489,High
3780,ZOJHJ,Low,Short term,196208,Low,No,Taxable,55,Experienced,423124,High
3781,PUSDL,Low,Medium term,102456,Moderate,No,Taxable,55,Novice,699433,High
3782,ZGMWA,High,Short term,117300,Low,No,401k,57,Experienced,268723,High
3783,JXLLPSYZ,Low,Short term,157245,Low,No,401k,68,Novice,103102,High
3784,ANMFA,High,Medium term,96723,Low,No,IRA,57,Experienced,605098,Low
3785,RLCVXKVPD,High,Short term,108682,High,No,Taxable,43,Experienced,725929,High
3786,IYLTV,Moderate,Long term,60890,Low,No,401k,43,Novice,740018,Low
3787,IFCDFGPKL,Moderate,Short term,125079,Low,No,401k,28,Novice,880339,Low
3788,IBOGGBHI,Low,Medium term,161996,High,Yes,Taxable,32,Experienced,282258,Low
3789,CSYWR,Moderate,Medium term,170461,Low,Yes,IRA,44,Experienced,349443,Moderate
3790,XDTWT,High,Long term,135374,High,No,Taxable,32,Experienced,850316,Low
3791,OVLITTGT,Low,Medium term,191916,Low,No,401k,54,Experienced,889954,Low
3792,VAMZSNZ,Low,Short term,112652,High,No,401k,46,Novice,891719,High
3793,YMIIBHBC,Moderate,Long term,145240,High,Yes,Taxable,47,Novice,760124,Low
3794,FTVKFT,Moderate,Short term,144847,Low,No,401k,47,Novice,431620,Low
3795,QYKKDDPK,Moderate,Medium term,180834,High,No,IRA,39,Experienced,959811,Low
3796,HPLPWCYQU,Moderate,Long term,83880,Moderate,No,Taxable,43,Novice,730095,Low
3797,CUCCE,High,Medium term,167608,High,No,IRA,74,Novice,400742,High
3798,AYRQBR,Low,Long term,132791,Moderate,Yes,Taxable,33,Novice,975285,High
3799,BMZLWVKQW,Moderate,Long term,99753,Low,No,IRA,66,Novice,503764,Moderate
3800,QJKRSLORZ,High,Long term,189568,Moderate,Yes,401k,58,Experienced,304755,High
3801,BTZKSO,Low,Short term,89574,Low,No,401k,36,Novice,240006,Moderate
3802,WRSCR,High,Long term,73009,High,Yes,Taxable,66,Experienced,604149,High
3803,IJXYJ,Moderate,Medium term,134419,Low,No,IRA,25,Novice,263943,Low
3804,IZCWJI,High,Long term,113851,High,No,Taxable,25,Novice,915672,Moderate
3805,NMPZAOUG,High,Long term,65397,Low,Yes,IRA,49,Novice,649215,Low
3806,DQPTGS,Low,Short term,195321,Moderate,Yes,IRA,39,Experienced,844317,Moderate
3807,JKMRGDCC,Moderate,Medium term,134726,Low,No,401k,48,Experienced,820831,Moderate
3808,AAAKSKS,High,Long term,82394,Low,No,IRA,39,Novice,913352,Low
3809,AQLZDITGR,Low,Medium term,58669,Low,No,IRA,27,Novice,351146,High
3810,WDMNSRHV,High,Long term,71466,Low,No,401k,35,Experienced,428004,Low
3811,BKYVKHH,High,Long term,178069,Low,No,Taxable,74,Novice,787591,Low
3812,SZVMB,Low,Long term,194888,Moderate,Yes,Taxable,28,Novice,432807,High
3813,QLOCUSD,Moderate,Short term,136073,Low,Yes,401k,28,Novice,875045,High
3814,LXKZCCK,Moderate,Short term,187410,Moderate,Yes,401k,51,Experienced,560575,Moderate
3815,ESEREUTBH,Moderate,Short term,173648,Low,Yes,Taxable,31,Experienced,720759,Low
3816,IRTROMQKF,Low,Long term,154845,High,Yes,401k,40,Novice,911038,High
3817,LYSNFF,Low,Long term,124099,Moderate,Yes,Taxable,46,Experienced,971201,Low
3818,EYLEACNFL,Moderate,Medium term,138536,High,No,IRA,36,Novice,237121,Low
3819,LCGCVTMSB,Low,Short term,141587,High,Yes,Taxable,34,Experienced,683330,High
3820,LHKXEBDH,Low,Medium term,189720,High,Yes,401k,37,Experienced,414454,High
3821,KWOELV,Moderate,Long term,121193,High,No,Taxable,63,Experienced,656088,High
3822,YNYUKYQ,Low,Medium term,182567,High,Yes,401k,49,Novice,675821,High
3823,GFTZPKAAB,Low,Medium term,120543,High,No,401k,34,Experienced,953638,Moderate
3824,BSUSX,High,Long term,152593,Low,Yes,IRA,34,Novice,200460,Moderate
3825,EAYOBCFVA,Moderate,Long term,189687,High,Yes,401k,43,Experienced,236854,Moderate
3826,LDENV,Low,Long term,173180,High,No,Taxable,65,Novice,331655,High
3827,SQOZNRD,Moderate,Short term,117106,High,No,Taxable,40,Experienced,102310,Low
3828,FLZUGQCKF,Low,Long term,100289,Low,Yes,401k,28,Experienced,935632,Low
3829,IVLYKBQHW,Moderate,Long term,100223,Moderate,Yes,IRA,41,Novice,807593,High
3830,DEAKL,Moderate,Long term,101556,Low,No,Taxable,28,Novice,649080,High
3831,QASASXN,Low,Medium term,162202,Low,Yes,Taxable,74,Novice,949405,Low
3832,HKNCNPPNQ,High,Long term,87906,Low,No,IRA,71,Experienced,902932,Moderate
3833,XRIFF,Low,Medium term,77949,Low,No,IRA,47,Novice,680982,Low
3834,FWATDC,Moderate,Long term,81067,Low,No,Taxable,61,Experienced,360742,Moderate
3835,FVRHMSD,High,Medium term,91713,Moderate,No,401k,66,Experienced,209090,Low
3836,NPZOSGLZU,Low,Medium term,118718,Low,Yes,IRA,62,Novice,773878,Low
3837,DRWGXUUY,Low,Long term,138397,Low,No,Taxable,27,Novice,248327,Low
3838,PUXQQ,High,Long term,140944,High,Yes,Taxable,74,Experienced,393946,High
3839,GNRTSKQA,Low,Short term,166928,Low,Yes,401k,32,Experienced,268413,Low
3840,LHGVK,Low,Medium term,86589,Moderate,Yes,IRA,46,Experienced,180226,High
3841,PNRDAAJ,Moderate,Long term,170507,Moderate,No,401k,44,Experienced,436612,High
3842,TFZVCAQSX,Low,Long term,128187,Moderate,Yes,IRA,57,Experienced,613755,Low
3843,WWDIUSOXE,Moderate,Medium term,84918,High,Yes,Taxable,48,Novice,354818,Moderate
3844,WMFTZUOE,Low,Short term,177249,High,No,Taxable,37,Experienced,984758,Low
3845,PYFRKPHP,Moderate,Short term,78636,High,No,401k,43,Novice,911734,Low
3846,BAYOHDGXS,High,Long term,57339,High,No,Taxable,47,Experienced,632816,Low
3847,MIRXYN,High,Short term,104545,High,No,401k,57,Experienced,900223,High
3848,BFJIHSDYU,Low,Short term,182995,Low,Yes,Taxable,70,Experienced,759828,Moderate
3849,AUEQBR,Moderate,Short term,127004,Low,No,Taxable,49,Novice,658973,High
3850,YKLJBZJ,Moderate,Long term,117340,Moderate,Yes,Taxable,69,Novice,358453,High
3851,KRLILZXJ,Low,Long term,154142,High,No,Taxable,26,Experienced,187913,Low
3852,VTFZDJEW,Moderate,Medium term,117694,High,Yes,401k,50,Experienced,142887,Moderate
3853,LIMXDXRXX,High,Medium term,137825,Moderate,No,IRA,73,Novice,495662,Low
3854,RFESN,High,Long term,85058,Low,No,IRA,44,Novice,645133,High
3855,AAKDPOXHC,Low,Short term,126979,Moderate,Yes,IRA,51,Experienced,704818,Low
3856,FUPKXXJAF,Low,Long term,118432,High,No,Taxable,61,Experienced,137361,High
3857,LJJFWYUXR,Low,Long term,89234,Moderate,Yes,401k,62,Novice,569994,Low
3858,HIDOCT,Moderate,Long term,59544,High,No,IRA,71,Novice,434263,Low
3859,WCGMWYDX,High,Short term,73080,Moderate,Yes,IRA,44,Novice,337658,High
3860,KIGBJMH,High,Short term,161339,Low,No,Taxable,61,Novice,277897,High
3861,ZAMNZBFWD,Moderate,Short term,131016,Moderate,No,IRA,67,Experienced,536217,High
3862,YVDBU,Moderate,Short term,58769,High,Yes,Taxable,36,Novice,869474,High
3863,UHSSCA,High,Medium term,93728,Moderate,No,401k,26,Experienced,106442,High
3864,ZSCNE,Moderate,Medium term,190084,Low,No,IRA,37,Experienced,814765,High
3865,VWFXNT,Low,Short term,116918,Moderate,No,Taxable,32,Experienced,983952,Low
3866,ZUVEYA,Moderate,Long term,112808,Moderate,No,IRA,50,Experienced,879814,High
3867,BUCDTUS,Low,Medium term,160292,Low,Yes,Taxable,58,Novice,498842,High
3868,KFWSQGH,Moderate,Long term,106879,Low,Yes,IRA,54,Experienced,838228,High
3869,HPAONNK,Moderate,Long term,140673,Moderate,No,IRA,55,Novice,806895,Moderate
3870,ZDIJSLK,High,Medium term,187894,High,No,Taxable,70,Novice,305200,High
3871,LYFXBYJMF,High,Short term,117299,Moderate,No,IRA,39,Experienced,690724,Moderate
3872,YOPNRWITL,High,Long term,135162,High,Yes,401k,42,Novice,372265,Moderate
3873,FDPKLJ,Low,Long term,173885,Low,No,IRA,44,Experienced,420250,High
3874,QBXUWIM,Low,Medium term,64190,High,Yes,IRA,26,Novice,674841,High
3875,XDWUI,Low,Short term,68493,Moderate,No,Taxable,59,Experienced,884152,Low
3876,DMEBKUAV,Moderate,Medium term,196437,Low,Yes,401k,54,Novice,468929,Low
3877,LXIMKFDXK,Low,Short term,140154,Low,Yes,401k,46,Novice,872411,High
3878,LQRCBI,Low,Medium term,117868,Low,Yes,IRA,65,Novice,207786,Low
3879,HTLFLA,High,Medium term,106073,Moderate,No,401k,33,Experienced,466475,Moderate
3880,NBHBEZGN,Moderate,Medium term,128675,High,Yes,401k,40,Novice,954738,High
3881,CYLCXFWQ,Low,Long term,112033,Moderate,No,Taxable,42,Experienced,168593,High
3882,TWJJH,Moderate,Medium term,175673,High,No,401k,26,Novice,603004,High
3883,WXXNRBKCV,Moderate,Short term,170556,Low,Yes,Taxable,59,Experienced,287094,Low
3884,DYYKLOEB,Moderate,Short term,69636,High,Yes,401k,26,Experienced,765312,Low
3885,ORTBKEP,High,Short term,146029,High,No,401k,61,Experienced,296373,High
3886,ACHZXJ,Moderate,Medium term,92378,Low,Yes,401k,48,Experienced,579836,High
3887,FTNDCI,Low,Medium term,140499,Low,Yes,IRA,49,Experienced,775105,Low
3888,LAPMTO,Moderate,Long term,60389,Moderate,Yes,IRA,65,Novice,475311,Moderate
3889,LCEPDOB,High,Short term,59863,Moderate,Yes,401k,72,Novice,625592,Moderate
3890,UHDWOVHZ,High,Long term,88876,Moderate,Yes,Taxable,44,Novice,683632,High
3891,QESOF,Moderate,Long term,146078,Low,No,Taxable,57,Experienced,681637,High
3892,ROJSFS,High,Medium term,51672,Moderate,No,IRA,27,Experienced,582563,High
3893,JFWCDBKU,Low,Medium term,90930,Moderate,Yes,IRA,53,Experienced,902569,Moderate
3894,DIEOIR,Moderate,Long term,113744,Low,Yes,401k,60,Experienced,643806,Low
3895,TDEBHLZX,Low,Long term,81530,Moderate,No,IRA,59,Experienced,450822,Low
3896,BOENFKAN,Moderate,Long term,135500,Low,No,401k,74,Novice,405501,Low
3897,LFPFK,Moderate,Short term,69256,High,Yes,Taxable,50,Novice,361311,Low
3898,YLRVIP,High,Short term,59291,Low,No,Taxable,50,Novice,476644,Low
3899,QUVSZ,High,Short term,130333,Low,Yes,401k,36,Novice,511482,High
3900,JCYETZ,Low,Short term,82457,High,No,Taxable,62,Novice,223249,Moderate
3901,VURVDG,Moderate,Short term,59440,High,Yes,IRA,48,Experienced,128050,High
3902,AVZKSZ,Moderate,Short term,136510,Low,No,401k,61,Novice,603245,High
3903,ITNSST,Low,Medium term,183722,Moderate,No,Taxable,36,Novice,618638,Moderate
3904,NUFULDU,Moderate,Medium term,52151,High,No,401k,72,Novice,474021,Low
3905,YYHLVYZC,High,Medium term,67787,Low,No,Taxable,31,Novice,318182,Moderate
3906,GEFXJACZO,Low,Long term,168851,Low,No,401k,56,Novice,206764,High
3907,KCUFCAAMQ,High,Short term,100236,Low,Yes,Taxable,25,Experienced,486867,High
3908,HIAYFWMSZ,High,Medium term,92694,Low,Yes,IRA,34,Novice,593091,High
3909,FUNROKT,Low,Long term,171728,Low,Yes,401k,34,Novice,238258,Moderate
3910,VCDRUMWIB,Moderate,Medium term,58145,Moderate,No,IRA,34,Novice,661002,Low
3911,TZHSL,High,Medium term,122877,Moderate,No,401k,42,Novice,577250,High
3912,YAQREAZ,High,Short term,106757,Moderate,No,401k,49,Novice,701178,High
3913,NQKNUY,Moderate,Short term,150528,High,No,Taxable,70,Novice,312859,Low
3914,UKCNIXIS,Moderate,Short term,193769,High,No,IRA,65,Novice,270821,Moderate
3915,NRCYTP,High,Short term,75247,High,No,IRA,31,Experienced,995334,High
3916,ZHCKTJ,High,Medium term,116129,High,Yes,IRA,58,Novice,837790,Moderate
3917,CQRGJOWAF,High,Medium term,66309,High,No,401k,29,Experienced,326801,Moderate
3918,WQWEYI,Low,Long term,159881,High,No,IRA,34,Experienced,965824,Moderate
3919,BANOZF,Low,Long term,52049,Moderate,No,IRA,60,Novice,686348,Moderate
3920,EPSKKPPJI,Low,Long term,101545,High,Yes,401k,25,Novice,254759,Moderate
3921,VYIDFOZAB,Moderate,Medium term,190015,Moderate,Yes,IRA,74,Experienced,789447,Low
3922,VZCRQ,Low,Long term,147538,Low,Yes,Taxable,69,Novice,129538,Low
3923,CWGYPLP,Moderate,Long term,157955,Low,No,Taxable,29,Novice,556715,Low
3924,AVKFWKGW,Moderate,Short term,114120,Low,No,IRA,28,Novice,953179,Moderate
3925,PGXKTSLVF,Low,Long term,179238,Low,No,401k,71,Novice,106357,High
3926,QLORBMHBU,High,Medium term,97183,Moderate,Yes,Taxable,26,Novice,376173,High
3927,CTGDLHVE,Moderate,Medium term,108346,Moderate,Yes,401k,52,Experienced,182869,High
3928,YUJXU,High,Short term,113636,Low,No,Taxable,68,Novice,458579,Low
3929,TJGLN,Moderate,Medium term,73549,Low,Yes,Taxable,74,Novice,592590,Low
3930,SXCWPJ,Moderate,Long term,114797,Moderate,No,401k,62,Experienced,261507,Moderate
3931,HKPLS,High,Short term,196515,Low,Yes,Taxable,52,Experienced,649934,Low
3932,URKVUFIM,Moderate,Long term,69282,Low,Yes,401k,55,Experienced,717325,High
3933,KPYOS,Moderate,Short term,102960,Low,Yes,Taxable,27,Experienced,256539,Moderate
3934,KCLDUIWN,Moderate,Medium term,113502,Low,No,401k,45,Novice,791809,High
3935,WLQRCANW,High,Medium term,75531,Moderate,No,Taxable,51,Experienced,640383,Low
3936,FKVXUWD,Moderate,Short term,144557,Low,Yes,Taxable,47,Experienced,910369,High
3937,UFRXU,High,Long term,104714,High,No,IRA,38,Experienced,995440,High
3938,AOHVKA,High,Short term,196471,Low,Yes,IRA,46,Experienced,436411,Moderate
3939,HMNJCECS,Low,Medium term,68759,Moderate,Yes,Taxable,46,Novice,842021,High
3940,PGUGJEW,Moderate,Long term,140573,High,No,Taxable,52,Experienced,345295,Low
3941,GIIIC,Moderate,Short term,107693,Low,No,Taxable,74,Novice,256630,Low
3942,YHBCGJ,Moderate,Medium term,116559,Moderate,Yes,401k,36,Novice,288437,High
3943,CYLXQ,Low,Short term,107076,Moderate,Yes,401k,57,Experienced,583097,Moderate
3944,FRAORWZ,High,Medium term,158368,High,No,IRA,51,Experienced,795923,Low
3945,UFIVVEYF,Low,Long term,199270,Moderate,No,401k,31,Experienced,100384,Moderate
3946,DBBXS,High,Short term,57634,Moderate,Yes,IRA,73,Novice,641763,High
3947,GTPZSRBGH,High,Long term,52222,Moderate,No,401k,64,Novice,245641,Low
3948,QUIAEPK,Moderate,Long term,186764,High,Yes,Taxable,49,Novice,154369,Low
3949,FMXMKDKYM,Moderate,Short term,151388,Low,No,IRA,48,Experienced,737761,Low
3950,UFORAAD,High,Long term,142256,Moderate,No,IRA,63,Novice,264788,Low
3951,DMBUBMM,Moderate,Medium term,168735,High,No,IRA,57,Experienced,232096,High
3952,POYWLNNXH,Low,Short term,165149,High,No,IRA,31,Novice,657147,High
3953,BCFAV,Moderate,Medium term,152740,High,Yes,Taxable,62,Novice,125659,Moderate
3954,RVIJM,Low,Medium term,116985,Low,No,IRA,64,Novice,126665,Moderate
3955,XZDOAGZGA,High,Short term,150245,High,Yes,401k,40,Experienced,935515,High
3956,ECXCTHP,Low,Long term,57785,Moderate,Yes,Taxable,73,Experienced,187713,High
3957,STKAL,High,Short term,106572,High,Yes,401k,49,Experienced,957169,High
3958,VLOTNAGSZ,Moderate,Long term,162841,Moderate,Yes,IRA,70,Experienced,714527,Moderate
3959,STFSVQ,Low,Short term,151934,Moderate,No,Taxable,51,Experienced,177197,Moderate
3960,JMLHNFIH,Moderate,Medium term,113434,High,Yes,401k,41,Novice,797466,Moderate
3961,JNYFKK,Moderate,Short term,150527,High,No,401k,60,Novice,367177,Moderate
3962,BOHJMTMUD,Low,Short term,168870,Low,Yes,401k,30,Experienced,887545,Low
3963,VJCPAJRWE,Low,Medium term,122948,High,No,IRA,55,Novice,575576,Low
3964,UHEAJ,High,Long term,83371,Moderate,No,Taxable,40,Experienced,765407,Moderate
3965,AJRZTPO,Low,Long term,117816,High,Yes,401k,50,Novice,578740,High
3966,TSTCOWQY,Low,Medium term,166847,Moderate,Yes,IRA,71,Novice,308580,Low
3967,KRPIQMNB,High,Long term,89997,Moderate,Yes,Taxable,54,Experienced,108006,High
3968,CSPQVTB,Low,Short term,187234,Low,No,Taxable,68,Experienced,327033,Low
3969,NHPFJLGA,High,Long term,64108,Moderate,No,Taxable,45,Experienced,118001,High
3970,PSXNZCCZV,Moderate,Medium term,117658,High,No,Taxable,71,Experienced,713764,Moderate
3971,SJSQZHS,Low,Medium term,147640,Low,Yes,401k,46,Novice,292974,High
3972,GKONYXHO,Moderate,Long term,112781,Low,No,401k,44,Novice,286434,Moderate
3973,CHRACPV,Moderate,Medium term,55070,Low,Yes,401k,62,Experienced,445570,Low
3974,AMLKFJ,High,Medium term,57004,Moderate,No,401k,40,Novice,402288,Low
3975,NQMBYPIKT,Moderate,Long term,173467,Low,Yes,Taxable,41,Novice,791619,Moderate
3976,YKBTSRN,High,Medium term,75323,Low,Yes,Taxable,72,Experienced,504853,Low
3977,AONDMT,Moderate,Short term,167658,High,Yes,401k,28,Novice,223559,High
3978,ZGEOB,Moderate,Long term,194277,Moderate,Yes,Taxable,54,Experienced,306950,High
3979,NPWYTHRU,High,Long term,135409,Moderate,Yes,IRA,59,Experienced,808824,Low
3980,XZYQYXZM,Moderate,Short term,51795,Moderate,Yes,IRA,63,Experienced,639584,Low
3981,YFHWOMHW,Moderate,Long term,194530,Moderate,Yes,Taxable,71,Experienced,254753,Low
3982,KYZEJ,High,Short term,169178,Low,Yes,Taxable,27,Experienced,628730,Moderate
3983,GHQVZD,High,Long term,194457,Low,No,IRA,26,Novice,563920,Moderate
3984,EOKVPGHZ,Low,Short term,132045,Moderate,No,IRA,49,Experienced,640191,High
3985,QIBZGE,Moderate,Short term,159554,Low,Yes,IRA,73,Experienced,503232,High
